player,season,total_shots,total_total_yellow_cards,total_total_red_cards,total_goals
emmanuel badu,2015,84,20.0,6.0,1
emmanuel badu,2016,153,20.0,0.0,4
emmanuel badu,2017,41,4.0,0.0,0
emmanuel cascione,2013,118,24.0,0.0,2
emmanuel cascione,2015,119,32.0,0.0,2
emmanuel emenike,2016,30,0.0,0.0,0
emmanuel imorou,2015,72,12.0,0.0,1
emmanuel imorou,2016,46,4.0,6.0,1
emmanuel imorou,2017,19,0.0,0.0,0
emre can,2013,16,4.0,0.0,1
emre can,2014,131,36.0,0.0,3
emre can,2015,82,16.0,0.0,1
emre can,2016,113,36.0,0.0,1
emre can,2017,66,12.0,0.0,3
emre mor,2017,27,0.0,6.0,1
enner valencia,2015,185,8.0,0.0,4
enner valencia,2016,74,4.0,0.0,4
enner valencia,2017,49,0.0,0.0,1
enock kwateng,2016,2,0.0,0.0,0
enock kwateng,2017,15,8.0,0.0,0
enzo crivelli,2014,3,0.0,0.0,0
enzo crivelli,2015,23,4.0,0.0,1
enzo crivelli,2016,97,28.0,6.0,3
enzo crivelli,2017,93,16.0,0.0,6
enzo roco,2015,110,20.0,0.0,1
enzo roco,2016,74,32.0,0.0,2
eraso,2016,39,8.0,0.0,2
eraso,2017,19,8.0,0.0,0
eren derdiyok,2012,99,12.0,0.0,7
eren derdiyok,2013,62,4.0,0.0,1
eren derdiyok,2014,48,8.0,0.0,1
eric bailly,2015,41,24.0,0.0,0
eric bailly,2016,91,44.0,0.0,0
eric bailly,2017,30,12.0,0.0,0
eric dier,2015,76,16.0,0.0,2
eric dier,2016,128,40.0,0.0,3
eric dier,2017,41,12.0,0.0,0
erick pulgar,2016,29,8.0,0.0,0
erick pulgar,2017,32,16.0,0.0,1
erik durm,2014,39,0.0,0.0,0
erik durm,2015,58,8.0,0.0,1
erik durm,2016,40,8.0,0.0,1
erik durm,2017,9,0.0,0.0,0
erik friberg,2014,19,8.0,0.0,0
erik lamela,2012,142,4.0,0.0,4
erik lamela,2013,233,28.0,0.0,15
erik lamela,2014,19,4.0,0.0,0
erik lamela,2015,140,24.0,0.0,2
erik lamela,2016,178,36.0,0.0,5
erik lamela,2017,43,4.0,0.0,1
erik pieters,2014,119,16.0,0.0,1
erik pieters,2015,130,32.0,0.0,0
erik pieters,2016,159,40.0,0.0,0
erik pieters,2017,89,16.0,0.0,0
ermir lenjani,2016,74,8.0,6.0,1
ermir lenjani,2017,1,0.0,0.0,0
eros pisano,2012,90,16.0,0.0,0
eros pisano,2013,66,24.0,0.0,1
eros pisano,2015,83,12.0,0.0,1
eros pisano,2016,132,28.0,0.0,4
erwin hoffer,2013,16,0.0,0.0,1
erwin koffi,2017,14,0.0,0.0,0
esmael,2012,28,4.0,0.0,1
esteban,2014,44,8.0,0.0,0
esteban cambiasso,2012,95,0.0,0.0,4
esteban cambiasso,2013,101,12.0,6.0,3
esteban cambiasso,2014,95,16.0,0.0,4
esteban cambiasso,2015,74,4.0,0.0,6
etienne capoue,2012,192,32.0,0.0,3
etienne capoue,2013,196,36.0,0.0,7
etienne capoue,2014,26,4.0,0.0,1
etienne capoue,2015,43,8.0,0.0,0
etienne capoue,2016,157,28.0,0.0,0
etienne capoue,2017,106,8.0,0.0,5
etienne didot,2012,115,12.0,0.0,1
etienne didot,2013,177,20.0,0.0,2
etienne didot,2014,120,28.0,0.0,1
etienne didot,2015,51,16.0,0.0,0
etienne didot,2016,75,4.0,0.0,0
etienne didot,2017,36,12.0,0.0,0
etrit berisha,2014,17,0.0,0.0,0
etrit berisha,2015,5,0.0,0.0,0
etrit berisha,2016,7,4.0,0.0,0
etrit berisha,2017,7,0.0,0.0,0
etxeita,2016,71,20.0,0.0,1
etxeita,2017,12,4.0,0.0,0
eugenio lamanna,2015,7,0.0,0.0,0
eugenio lamanna,2016,13,0.0,0.0,1
eugenio lamanna,2017,1,0.0,0.0,0
evandro,2017,8,0.0,0.0,0
ewandro,2017,2,0.0,0.0,0
ezekiel fryers,2014,10,0.0,0.0,0
ezekiel fryers,2017,6,0.0,0.0,0
ezequiel cirigliano,2014,21,8.0,0.0,0
ezequiel garay,2017,30,16.0,0.0,2
ezequiel lavezzi,2012,185,24.0,0.0,7
ezequiel lavezzi,2013,132,12.0,6.0,3
ezequiel lavezzi,2014,139,8.0,0.0,9
ezequiel lavezzi,2015,113,8.0,0.0,8
ezequiel lavezzi,2016,32,0.0,0.0,2
ezequiel ponce,2017,59,12.0,0.0,1
ezequiel rescaldani,2014,13,0.0,0.0,0
ezequiel rescaldani,2015,2,4.0,0.0,0
ezequiel schelotto,2012,137,24.0,0.0,2
ezequiel schelotto,2013,69,8.0,0.0,1
ezequiel schelotto,2014,74,12.0,0.0,5
ezequiel schelotto,2015,124,16.0,0.0,0
fabian delph,2014,119,20.0,0.0,4
fabian delph,2015,109,4.0,6.0,0
fabian delph,2016,30,0.0,0.0,2
fabian delph,2017,3,0.0,0.0,0
fabian frei,2016,40,4.0,0.0,0
fabian frei,2017,26,8.0,0.0,0
fabian giefer,2012,3,0.0,0.0,0
fabian giefer,2013,45,12.0,0.0,0
fabian giefer,2015,2,4.0,0.0,0
fabian holland,2012,10,0.0,0.0,0
fabian holland,2014,7,0.0,0.0,0
fabian holland,2016,61,16.0,0.0,0
fabian holland,2017,28,4.0,0.0,0
fabian johnson,2012,80,0.0,0.0,1
fabian johnson,2013,80,4.0,0.0,3
fabian johnson,2014,58,0.0,0.0,0
fabian johnson,2015,54,0.0,0.0,1
fabian johnson,2016,86,8.0,0.0,6
fabian johnson,2017,44,4.0,0.0,1
fabian lustenberger,2012,18,0.0,0.0,0
fabian lustenberger,2014,42,4.0,0.0,0
fabian lustenberger,2015,82,20.0,0.0,0
fabian lustenberger,2016,95,16.0,0.0,1
fabian lustenberger,2017,47,4.0,0.0,0
fabian reese,2017,5,0.0,0.0,0
fabien lemoine,2012,107,32.0,0.0,0
fabien lemoine,2013,103,16.0,6.0,1
fabien lemoine,2014,137,40.0,0.0,2
fabien lemoine,2015,127,28.0,0.0,2
fabien lemoine,2016,117,40.0,0.0,0
fabien lemoine,2017,12,0.0,0.0,0
fabinho,2014,270,36.0,0.0,0
fabinho,2015,396,48.0,0.0,3
fabinho,2016,513,96.0,0.0,15
fabinho,2017,264,60.0,0.0,15
fabio,2014,51,8.0,0.0,0
fabio,2017,34,12.0,0.0,0
fabio borini,2012,128,12.0,0.0,9
fabio borini,2014,172,24.0,0.0,7
fabio borini,2015,36,12.0,0.0,1
fabio borini,2016,128,24.0,0.0,5
fabio borini,2017,42,8.0,0.0,1
fabio pisacane,2017,39,12.0,0.0,0
fabio quagliarella,2012,103,16.0,0.0,4
fabio quagliarella,2013,132,0.0,0.0,9
fabio quagliarella,2014,46,4.0,0.0,1
fabio quagliarella,2015,280,12.0,0.0,13
fabio quagliarella,2016,225,4.0,0.0,8
fabio quagliarella,2017,124,0.0,0.0,4
fabricio,2012,16,12.0,0.0,0
fabricio,2013,2,0.0,0.0,0
fabricio,2015,33,8.0,0.0,0
fabricio coloccini,2014,36,8.0,0.0,0
fabricio coloccini,2015,53,12.0,6.0,1
fabricio coloccini,2016,53,4.0,6.0,2
fabrizio alastra,2016,3,0.0,0.0,0
fabrizio cacciatore,2014,94,24.0,0.0,4
fabrizio cacciatore,2015,27,8.0,0.0,0
fabrizio cacciatore,2016,72,24.0,0.0,1
fabrizio cacciatore,2017,51,16.0,6.0,1
fabrizio poli,2016,41,20.0,0.0,0
facundo roncaglia,2013,117,36.0,0.0,3
facundo roncaglia,2014,55,16.0,0.0,0
facundo roncaglia,2015,153,60.0,0.0,0
facundo roncaglia,2016,119,36.0,0.0,1
facundo roncaglia,2017,65,20.0,0.0,2
fahid ben khalfallah,2012,47,8.0,0.0,0
fahid ben khalfallah,2013,89,12.0,0.0,0
fahid ben khalfallah,2014,3,0.0,0.0,0
faitout maouassa,2017,7,0.0,0.0,0
faiz selemani,2017,7,8.0,0.0,0
falcao,2012,291,28.0,0.0,24
falcao,2013,279,28.0,0.0,28
falcao,2014,157,20.0,0.0,9
falcao,2015,110,8.0,0.0,6
falcao,2016,25,4.0,0.0,1
falcao,2017,64,8.0,0.0,12
fallou diagne,2012,42,8.0,6.0,1
fallou diagne,2013,87,12.0,6.0,1
fallou diagne,2014,23,8.0,6.0,0
fallou diagne,2015,45,4.0,6.0,1
fallou diagne,2016,90,24.0,0.0,6
fallou diagne,2017,11,4.0,0.0,0
famara diedhiou,2017,82,8.0,0.0,6
faouzi ghoulam,2012,114,12.0,0.0,0
faouzi ghoulam,2013,81,12.0,0.0,0
faouzi ghoulam,2014,119,12.0,6.0,1
faouzi ghoulam,2015,86,32.0,0.0,0
faouzi ghoulam,2016,104,12.0,0.0,0
faouzi ghoulam,2017,38,0.0,0.0,0
fatih atik,2014,98,12.0,0.0,2
fausto rossi,2014,157,40.0,0.0,1
fausto rossi,2015,75,20.0,0.0,0
fede,2014,137,16.0,0.0,0
fede,2015,6,0.0,0.0,1
fede vico,2015,29,8.0,0.0,1
federico agliardi,2012,7,0.0,0.0,0
federico agliardi,2013,29,8.0,0.0,0
federico agliardi,2015,12,0.0,0.0,0
federico andrada,2015,24,0.0,0.0,0
federico barba,2015,38,8.0,0.0,2
federico barba,2016,49,12.0,0.0,2
federico barba,2017,14,8.0,0.0,0
federico bernardeschi,2015,23,8.0,0.0,1
federico bernardeschi,2016,158,24.0,0.0,1
federico bernardeschi,2017,105,16.0,0.0,9
federico bonazzoli,2015,4,4.0,0.0,0
federico bonazzoli,2016,4,0.0,0.0,0
federico casarini,2012,33,4.0,0.0,0
federico casarini,2013,25,4.0,0.0,1
federico ceccherini,2014,129,20.0,0.0,1
federico ceccherini,2017,63,8.0,0.0,1
federico chiesa,2017,47,4.0,0.0,1
federico di francesco,2013,40,8.0,0.0,0
federico di francesco,2017,43,8.0,6.0,1
federico dimarco,2015,1,0.0,0.0,0
federico dimarco,2017,13,0.0,0.0,0
federico dionisi,2014,2,0.0,0.0,0
federico dionisi,2016,252,48.0,0.0,9
federico fazio,2012,101,32.0,0.0,2
federico fazio,2013,90,20.0,12.0,3
federico fazio,2014,87,32.0,0.0,2
federico fazio,2015,66,8.0,6.0,0
federico fazio,2016,10,8.0,0.0,0
federico fazio,2017,42,4.0,0.0,0
federico macheda,2013,14,0.0,0.0,0
federico marchetti,2012,25,4.0,0.0,0
federico marchetti,2013,28,8.0,0.0,0
federico marchetti,2014,14,4.0,0.0,0
federico marchetti,2015,25,24.0,12.0,0
federico marchetti,2016,22,0.0,0.0,0
federico marchetti,2017,2,0.0,0.0,0
federico mattiello,2015,11,0.0,0.0,0
federico mattiello,2016,6,0.0,0.0,0
federico melchiorri,2017,33,4.0,0.0,3
federico peluso,2012,141,28.0,0.0,1
federico peluso,2013,108,60.0,0.0,1
federico peluso,2014,22,8.0,0.0,1
federico peluso,2015,100,36.0,0.0,0
federico peluso,2016,144,44.0,0.0,1
federico peluso,2017,58,20.0,0.0,0
federico piovaccari,2015,135,24.0,12.0,5
federico ricca,2016,22,12.0,0.0,1
federico ricca,2017,50,16.0,0.0,0
federico ricci,2014,5,0.0,0.0,0
federico ricci,2017,64,12.0,0.0,2
federico viviani,2012,11,0.0,0.0,0
federico viviani,2016,87,20.0,0.0,2
federico viviani,2017,36,4.0,0.0,1
felipe,2012,48,24.0,0.0,0
felipe,2013,714,336.0,36.0,0
felipe,2014,414,120.0,36.0,0
felipe,2015,540,144.0,0.0,6
felipe,2016,594,288.0,36.0,12
felipe,2017,330,168.0,0.0,6
felipe anderson,2014,39,4.0,0.0,0
felipe anderson,2015,151,20.0,0.0,10
felipe anderson,2016,138,8.0,0.0,7
felipe anderson,2017,95,20.0,0.0,2
felipe caicedo,2015,117,4.0,0.0,8
felipe caicedo,2016,158,24.0,0.0,8
felipe caicedo,2017,47,8.0,0.0,1
felipe pardo,2017,5,4.0,0.0,0
felipe saad,2012,11,0.0,0.0,0
felipe saad,2013,26,12.0,0.0,0
felipe saad,2015,20,8.0,0.0,0
felipe seymour,2012,46,12.0,0.0,1
felipe seymour,2013,54,20.0,6.0,0
felix bastians,2012,83,4.0,0.0,1
felix klaus,2013,124,12.0,0.0,2
felix klaus,2014,112,20.0,0.0,5
felix klaus,2015,95,16.0,0.0,1
felix klaus,2016,51,0.0,0.0,1
felix kroos,2012,1,0.0,0.0,0
felix kroos,2013,23,12.0,0.0,0
felix kroos,2014,62,24.0,0.0,1
felix kroos,2015,69,16.0,0.0,0
felix kroos,2016,21,0.0,0.0,0
felix passlack,2016,2,0.0,0.0,0
felix passlack,2017,12,0.0,0.0,0
felix platte,2015,5,0.0,0.0,0
felix platte,2016,11,4.0,0.0,0
felix wiedwald,2014,1,0.0,0.0,0
felix wiedwald,2015,11,0.0,0.0,0
felix wiedwald,2016,33,16.0,0.0,0
felix wiedwald,2017,2,0.0,0.0,0
ferdinando coppola,2016,1,0.0,0.0,1
fernandinho,2014,99,24.0,0.0,5
fernandinho,2015,127,32.0,0.0,3
fernandinho,2016,127,32.0,0.0,2
fernandinho,2017,78,12.0,12.0,1
fernando,2015,198,72.0,0.0,6
fernando,2016,834,216.0,0.0,18
fernando,2017,72,36.0,0.0,0
fernando amorebieta,2012,118,52.0,0.0,3
fernando amorebieta,2013,56,24.0,0.0,0
fernando amorebieta,2014,74,20.0,6.0,2
fernando amorebieta,2017,75,44.0,0.0,0
fernando aristeguieta,2014,63,8.0,0.0,2
fernando aristeguieta,2015,16,0.0,6.0,0
fernando aristeguieta,2017,4,0.0,0.0,0
fernando belluschi,2012,45,0.0,6.0,1
fernando gago,2012,122,24.0,0.0,1
fernando gago,2013,49,12.0,0.0,0
fernando navarro,2012,308,104.0,0.0,0
fernando navarro,2013,246,96.0,0.0,0
fernando navarro,2014,132,40.0,0.0,0
fernando navarro,2015,124,24.0,0.0,0
fernando navarro,2016,210,40.0,0.0,0
fernando navarro,2017,58,8.0,0.0,0
fernando torres,2014,113,8.0,0.0,5
fernando torres,2015,112,16.0,0.0,5
fernando torres,2016,134,12.0,0.0,10
fernando torres,2017,38,4.0,0.0,2
fernando uribe,2012,7,4.0,0.0,1
fidel,2014,75,12.0,0.0,2
fidel,2015,54,4.0,0.0,0
fikayo tomori,2016,1,0.0,0.0,0
filip daems,2012,97,4.0,0.0,3
filip daems,2013,50,16.0,0.0,1
filip daems,2014,43,4.0,0.0,1
filip helander,2016,57,16.0,0.0,2
filip helander,2017,7,4.0,0.0,1
filipe augusto,2015,14,8.0,0.0,0
filippo costa,2016,2,0.0,0.0,0
filippo costa,2017,2,0.0,0.0,0
filippo falco,2016,16,4.0,0.0,0
filippo melegoni,2017,3,0.0,0.0,0
fin bartels,2015,128,20.0,0.0,4
fin bartels,2016,104,28.0,0.0,8
fin bartels,2017,55,4.0,0.0,3
flavien tait,2017,4,4.0,0.0,0
florent balmont,2012,171,16.0,0.0,2
florent balmont,2013,154,28.0,6.0,2
florent balmont,2014,152,28.0,6.0,0
florent balmont,2015,142,32.0,0.0,1
florent balmont,2016,115,20.0,0.0,0
florent balmont,2017,42,12.0,0.0,0
florent hadergjonaj,2017,30,8.0,0.0,0
florent mollet,2017,46,4.0,0.0,0
florentin pogba,2014,3,0.0,0.0,0
florentin pogba,2015,28,0.0,0.0,1
florentin pogba,2016,52,4.0,0.0,0
florentin pogba,2017,20,4.0,0.0,1
florian dick,2012,144,44.0,0.0,0
florian grillitsch,2016,99,8.0,0.0,1
florian grillitsch,2017,45,12.0,0.0,1
florian hartherz,2012,15,0.0,0.0,0
florian hartherz,2015,28,4.0,6.0,0
florian jungwirth,2016,64,16.0,0.0,0
florian jungwirth,2017,54,8.0,0.0,0
florian klein,2015,103,8.0,0.0,4
florian klein,2016,60,20.0,0.0,0
florian kohls,2016,1,0.0,0.0,0
florian lejeune,2013,37,16.0,6.0,0
florian lejeune,2017,34,12.0,0.0,0
florian marange,2012,3,0.0,0.0,0
florian marange,2013,45,8.0,0.0,0
florian marange,2014,51,8.0,0.0,1
florian marange,2015,46,8.0,0.0,0
florian marange,2016,58,20.0,0.0,0
florian marange,2017,28,12.0,6.0,0
florian niederlechner,2016,25,8.0,0.0,0
florian niederlechner,2017,109,12.0,0.0,5
florian raspentino,2013,73,12.0,0.0,4
florian raspentino,2014,68,4.0,0.0,5
florian raspentino,2015,40,4.0,0.0,1
florian raspentino,2016,32,8.0,0.0,1
florian raspentino,2017,2,0.0,0.0,0
florian thauvin,2013,143,12.0,6.0,10
florian thauvin,2014,154,8.0,0.0,8
florian thauvin,2015,174,12.0,0.0,5
florian thauvin,2016,72,4.0,6.0,2
florian thauvin,2017,106,0.0,0.0,6
florin andone,2015,141,20.0,0.0,6
florin andone,2017,150,8.0,0.0,7
formose mendy,2012,29,4.0,0.0,0
fouad chafik,2017,35,0.0,0.0,0
foued kadir,2012,179,16.0,0.0,4
foued kadir,2013,115,12.0,0.0,6
foued kadir,2014,118,4.0,0.0,6
foued kadir,2016,32,4.0,0.0,0
fraizer campbell,2014,154,12.0,0.0,4
fraizer campbell,2015,79,16.0,0.0,4
fraizer campbell,2016,21,4.0,0.0,0
fraizer campbell,2017,5,0.0,0.0,1
fran rico,2012,33,8.0,0.0,1
fran rico,2014,110,32.0,0.0,2
fran rico,2015,103,48.0,0.0,3
fran rico,2016,78,20.0,0.0,2
fran rico,2017,51,16.0,0.0,2
fran sol,2015,3,0.0,0.0,0
fran villalba,2016,3,4.0,0.0,0
francesco acerbi,2012,54,4.0,0.0,1
francesco acerbi,2013,39,8.0,0.0,0
francesco acerbi,2014,44,0.0,0.0,0
francesco acerbi,2015,112,36.0,0.0,3
francesco acerbi,2016,106,12.0,0.0,4
francesco acerbi,2017,55,8.0,0.0,3
francesco bardi,2014,50,16.0,0.0,1
francesco bardi,2015,8,0.0,0.0,0
francesco bardi,2016,4,4.0,0.0,0
francesco benussi,2012,5,0.0,0.0,0
francesco benussi,2013,4,0.0,0.0,0
francesco benussi,2015,18,4.0,0.0,0
francesco benussi,2016,2,0.0,0.0,0
francesco bolzoni,2012,38,8.0,0.0,0
francesco bolzoni,2013,54,8.0,0.0,0
francesco bolzoni,2015,32,12.0,0.0,0
francesco della rocca,2012,49,8.0,0.0,0
francesco della rocca,2013,63,24.0,0.0,0
francesco della rocca,2014,28,16.0,0.0,0
francesco della rocca,2015,9,4.0,0.0,0
francesco fedato,2014,22,0.0,0.0,0
francesco fedato,2015,4,0.0,0.0,0
francesco magnanelli,2014,153,40.0,0.0,0
francesco magnanelli,2015,184,44.0,0.0,1
francesco magnanelli,2016,197,28.0,0.0,1
francesco magnanelli,2017,59,8.0,0.0,0
francesco renzetti,2015,83,12.0,0.0,0
francesco totti,2012,195,28.0,0.0,8
francesco totti,2013,281,28.0,6.0,12
francesco totti,2014,147,8.0,0.0,8
francesco totti,2015,141,20.0,0.0,8
francesco totti,2016,39,12.0,0.0,5
francesco totti,2017,17,4.0,0.0,2
francesco zampano,2017,49,8.0,0.0,0
francis coquelin,2014,37,8.0,0.0,0
francis coquelin,2015,65,20.0,0.0,0
francis coquelin,2016,65,28.0,0.0,0
francis coquelin,2017,60,12.0,0.0,0
francisco portillo,2014,70,8.0,0.0,3
francisco portillo,2016,34,16.0,0.0,0
francisco silva,2013,85,12.0,6.0,1
francisco silva,2014,138,48.0,0.0,0
franck honorat,2014,9,0.0,0.0,0
franck honorat,2015,9,8.0,0.0,0
franck honorat,2016,10,4.0,0.0,0
franck signorino,2013,70,12.0,0.0,0
franck signorino,2014,84,12.0,0.0,1
franck signorino,2015,114,32.0,0.0,0
franck signorino,2016,92,20.0,0.0,0
franck signorino,2017,27,8.0,0.0,0
franck tabanou,2012,172,16.0,6.0,3
franck tabanou,2013,219,24.0,6.0,4
franck tabanou,2014,126,8.0,0.0,3
franck tabanou,2015,133,24.0,0.0,1
franck tabanou,2016,27,0.0,6.0,0
franck tabanou,2017,19,12.0,0.0,0
franco brienza,2012,143,20.0,0.0,4
franco brienza,2013,74,8.0,0.0,1
franco brienza,2014,28,0.0,0.0,1
franco brienza,2015,126,8.0,0.0,8
franco brienza,2016,72,4.0,0.0,3
franco di santo,2014,125,24.0,6.0,4
franco di santo,2015,174,28.0,0.0,12
franco di santo,2016,80,12.0,0.0,2
franco di santo,2017,21,4.0,0.0,0
franco jara,2012,143,36.0,0.0,3
franco signorelli,2015,18,0.0,0.0,1
franco signorelli,2016,2,0.0,0.0,0
franco zuculini,2012,67,20.0,0.0,0
franco zuculini,2013,59,4.0,0.0,1
franco zuculini,2016,3,0.0,0.0,0
fraser forster,2015,14,4.0,0.0,0
fraser forster,2016,11,0.0,0.0,0
fraser forster,2017,2,8.0,0.0,0
fredrik ulvestad,2015,2,4.0,0.0,0
fuentes,2014,105,28.0,0.0,1
fuentes,2015,47,24.0,0.0,0
fuentes,2016,29,8.0,0.0,0
fuentes,2017,18,0.0,0.0,0
fynn arkenberg,2016,6,0.0,0.0,0
gabi,2012,171,52.0,0.0,3
gabi,2013,170,48.0,0.0,1
gabi,2014,162,44.0,0.0,3
gabi,2015,130,48.0,0.0,0
gabi,2016,137,48.0,0.0,1
gabi,2017,80,20.0,0.0,0
gabriel,2014,25,20.0,0.0,0
gabriel,2017,545,120.0,0.0,10
gabriel agbonlahor,2014,128,24.0,0.0,4
gabriel agbonlahor,2015,174,28.0,6.0,6
gabriel agbonlahor,2016,47,0.0,0.0,1
gabriel jesus,2017,4,0.0,0.0,0
gabriel mercado,2017,52,20.0,0.0,2
gabriel obertan,2015,23,0.0,0.0,1
gabriel obertan,2016,11,4.0,0.0,0
gabriel paletta,2012,94,28.0,0.0,3
gabriel paletta,2013,140,32.0,0.0,2
gabriel paletta,2014,67,28.0,0.0,0
gabriel paletta,2015,63,28.0,0.0,0
gabriel paletta,2016,79,20.0,12.0,1
gabriel paletta,2017,54,12.0,6.0,1
gabriel silva,2012,6,0.0,0.0,0
gabriel silva,2013,69,4.0,0.0,1
gabriel silva,2014,149,20.0,0.0,1
gabriel silva,2015,36,0.0,0.0,0
gabriel silva,2016,114,16.0,0.0,0
gabriel silva,2017,38,12.0,0.0,0
gabriel torje,2012,79,0.0,0.0,2
gabriel torje,2013,126,24.0,0.0,3
gabriel torje,2014,34,8.0,0.0,0
gabriele angella,2013,61,16.0,0.0,4
gabriele angella,2017,6,0.0,0.0,0
gabriele perico,2012,19,8.0,0.0,0
gabriele perico,2013,31,0.0,0.0,0
gabriele perico,2014,47,12.0,0.0,0
gabriele perico,2015,76,28.0,0.0,0
gaetano berardi,2013,67,20.0,0.0,0
gaetano berardi,2014,14,8.0,0.0,0
gaetano letizia,2016,145,20.0,0.0,1
gaetano masucci,2014,32,4.0,0.0,0
gaetano monachello,2016,33,8.0,0.0,0
ganso,2017,11,0.0,0.0,0
gareth bale,2014,140,12.0,0.0,15
gareth bale,2015,166,8.0,0.0,11
gareth bale,2016,139,8.0,0.0,19
gareth bale,2017,73,8.0,0.0,5
gareth barry,2014,115,32.0,0.0,2
gareth barry,2015,134,48.0,0.0,0
gareth barry,2016,105,28.0,0.0,0
gareth barry,2017,79,24.0,0.0,2
gareth mcauley,2014,83,4.0,0.0,2
gareth mcauley,2015,53,8.0,6.0,1
gareth mcauley,2016,103,16.0,6.0,3
gareth mcauley,2017,47,16.0,0.0,5
garry mendes rodrigues,2014,47,0.0,0.0,1
garry mendes rodrigues,2015,5,0.0,0.0,0
gary cahill,2014,73,8.0,0.0,1
gary cahill,2015,88,20.0,0.0,1
gary cahill,2016,69,8.0,0.0,2
gary cahill,2017,53,8.0,0.0,4
gary hooper,2014,77,0.0,0.0,6
gary hooper,2016,2,0.0,0.0,0
gary medel,2012,118,68.0,0.0,2
gary medel,2013,128,36.0,12.0,6
gary medel,2014,77,24.0,0.0,0
gary medel,2015,125,44.0,0.0,0
gary medel,2016,82,40.0,0.0,1
gary medel,2017,33,12.0,0.0,0
gaston brugman,2016,48,8.0,0.0,0
gaston brugman,2017,55,20.0,0.0,0
gauthier hein,2017,12,4.0,0.0,0
gautier lloris,2016,2,0.0,0.0,0
gelson fernandes,2012,46,16.0,0.0,1
gelson fernandes,2014,75,16.0,0.0,1
gelson fernandes,2015,103,36.0,0.0,0
gelson fernandes,2016,94,32.0,0.0,1
gelson fernandes,2017,41,20.0,0.0,1
genki haraguchi,2015,74,8.0,0.0,1
genki haraguchi,2016,116,16.0,0.0,2
genki haraguchi,2017,58,4.0,0.0,0
genki omae,2013,12,0.0,0.0,0
gennaro sardo,2012,77,28.0,0.0,1
gennaro sardo,2013,75,28.0,0.0,1
gennaro sardo,2014,113,24.0,6.0,2
gennaro sardo,2015,15,4.0,0.0,0
gennaro sardo,2016,10,8.0,0.0,1
geoff cameron,2014,79,20.0,0.0,1
geoff cameron,2015,62,16.0,0.0,0
geoff cameron,2016,64,0.0,6.0,0
geoff cameron,2017,22,0.0,0.0,0
geoffrey acheampong,2017,3,0.0,0.0,0
geoffrey jourdren,2012,29,8.0,0.0,0
geoffrey jourdren,2013,29,12.0,0.0,0
geoffrey jourdren,2014,35,8.0,6.0,0
geoffrey jourdren,2015,29,8.0,0.0,0
geoffrey jourdren,2016,11,8.0,0.0,0
geoffrey jourdren,2017,9,0.0,0.0,1
geoffrey kondogbia,2013,105,16.0,0.0,1
geoffrey kondogbia,2014,109,24.0,0.0,1
geoffrey kondogbia,2015,100,12.0,0.0,2
geoffrey kondogbia,2016,125,24.0,0.0,1
geoffrey kondogbia,2017,54,16.0,0.0,0
georg niedermeier,2012,83,20.0,0.0,0
georg niedermeier,2013,127,28.0,0.0,1
georg niedermeier,2014,76,20.0,6.0,1
georg niedermeier,2015,78,16.0,6.0,1
georg niedermeier,2016,57,20.0,0.0,5
georg niedermeier,2017,7,0.0,0.0,0
georg teigl,2017,9,4.0,0.0,0
george boyd,2014,65,8.0,0.0,2
george boyd,2015,149,28.0,0.0,5
george boyd,2017,59,8.0,0.0,1
george friend,2017,49,4.0,0.0,0
george honeyman,2016,1,0.0,0.0,0
george honeyman,2017,4,4.0,0.0,0
georges mandjeck,2012,117,36.0,0.0,0
georges mandjeck,2017,97,24.0,0.0,2
georginio wijnaldum,2016,130,4.0,0.0,11
georginio wijnaldum,2017,70,8.0,0.0,2
georgios samaras,2015,4,0.0,0.0,0
gerard moreno,2015,99,4.0,0.0,6
gerard moreno,2016,136,20.0,0.0,5
gerard moreno,2017,100,4.0,0.0,7
gerhard tremmel,2014,8,0.0,0.0,0
gerhard tremmel,2015,1,0.0,0.0,0
gerrit holtmann,2017,2,0.0,0.0,0
gerson,2017,16,8.0,0.0,0
giacomo bonaventura,2012,91,4.0,0.0,2
giacomo bonaventura,2013,177,32.0,0.0,7
giacomo bonaventura,2014,160,8.0,0.0,5
giacomo bonaventura,2015,191,20.0,0.0,7
giacomo bonaventura,2016,233,32.0,0.0,6
giacomo bonaventura,2017,113,12.0,0.0,2
giampaolo pazzini,2012,185,4.0,0.0,4
giampaolo pazzini,2013,151,28.0,0.0,15
giampaolo pazzini,2014,73,4.0,0.0,2
giampaolo pazzini,2015,86,8.0,0.0,4
giampaolo pazzini,2016,180,20.0,0.0,6
giampiero pinzi,2012,128,44.0,0.0,2
giampiero pinzi,2013,83,36.0,0.0,3
giampiero pinzi,2014,98,48.0,0.0,1
giampiero pinzi,2015,95,44.0,0.0,1
giampiero pinzi,2016,58,28.0,0.0,0
gian filippo felicioli,2015,1,0.0,0.0,0
giandomenico mesto,2012,129,36.0,0.0,0
giandomenico mesto,2013,32,4.0,0.0,1
giandomenico mesto,2014,34,8.0,0.0,0
giandomenico mesto,2015,13,4.0,0.0,0
gianluca caprari,2013,73,8.0,0.0,2
gianluca caprari,2014,3,0.0,0.0,0
gianluca caprari,2017,175,20.0,0.0,4
gianluca gaudino,2015,16,0.0,0.0,0
gianluca lapadula,2017,66,8.0,0.0,4
